613	423
614	640
615	812
616	696
617	872
618	742
618	990
619	722
619	970
620	691
621	935
623	400
623	595
624	810
626	788
626	875
627	815
628	892
629	432
629	517
630	453
630	802
631	853
632	247
632	111
633	565
634	671
635	922
635	894
636	949
636	643
637	704
637	784
639	643
641	241
641	814
642	750
642	973
644	342
644	862
645	44
647	994
648	23
650	846
650	797
651	513
652	920
652	353
653	483
654	450
655	762
655	379
656	504
657	753
658	456
658	874
659	912
660	428
661	935
662	867
663	854
666	806
668	799
668	891
669	876
670	729
670	825
672	840
672	726
673	25
673	960
674	798
675	931
675	477
676	862
677	515
677	818
678	766
679	984
680	937
680	987
681	897
681	977
682	226
683	706
683	30
684	963
685	224
685	886
686	744
686	747
687	819
687	889
688	794
689	985
689	645
690	638
691	743
692	646
693	726
694	905
695	799
695	368
697	859
698	961
699	999
700	982
702	769
702	957
703	723
703	895
704	784
705	740
706	156
707	304
708	871
708	949
709	905
709	595
710	773
711	95
713	983
714	19
714	383
715	228
716	686
717	921
717	392
718	20
718	835
719	744
720	991
721	991
722	970
723	801
724	366
725	435
725	312
727	176
728	228
729	825
730	936
730	961
731	919
733	85
735	588
736	917
737	104
737	780
738	541
738	244
740	60
741	659
741	912
742	687
743	953
745	898
746	696
748	801
749	585
750	973
751	96
753	227
755	913
755	884
756	808
758	165
759	952
761	459
763	921
763	836
764	983
764	208
765	590
765	530
766	244
767	789
767	968
768	943
768	567
769	957
771	767
771	789
773	908
773	948
774	925
775	932
777	434
778	379
778	697
779	786
781	925
783	859
787	910
787	26
789	968
791	440
791	866
792	42
793	15
794	704
795	219
795	195
796	776
797	846
798	427
804	918
806	77
809	987
809	680
810	294
811	911
815	685
816	886
820	749
820	601
821	960
822	269
823	97
823	813
826	380
827	343
828	927
828	121
831	264
833	18
833	945
836	559
837	893
838	988
839	251
843	915
844	956
844	873
845	986
845	884
847	198
848	85
848	733
849	49
850	922
851	33
852	945
852	570
853	950
856	958
860	587
860	329
863	635
864	386
865	897
865	977
868	467
869	236
869	311
870	583
870	222
871	55
873	354
878	536
880	971
882	899
882	60
883	889
883	687
884	996
884	913
885	930
887	621
890	947
892	895
894	922
897	977
900	536
901	485
902	550
903	472
903	589
904	656
906	914
906	853
907	202
908	948
909	148
911	971
914	602
916	912
916	659
920	999
923	646
923	361
926	583
926	222
928	653
928	787
929	679
931	477
936	961
937	700
938	829
938	120
939	327
939	330
942	962
945	570
946	139
950	657
951	648
953	691
954	962
955	559
955	23
958	125
959	733
963	446
966	770
972	10
973	12
974	554
975	83
975	114
976	406
976	229
978	874
978	0
981	377
986	930
990	205
990	819
991	654
993	461
994	529
996	726
998	343
0	642
1	122
2	162
3	877
4	486
7	903
8	134
9	529
10	847
11	825
14	652
16	38
19	479
21	88
23	530
24	606
25	928
26	228
27	404
29	188
30	324
33	274
34	448
38	828
42	424
44	410
55	199
57	153
66	457
78	650
82	134
83	320
86	566
88	273
96	992
100	464
116	203
120	188
121	161
123	395
127	222
135	143
143	228
144	682
153	908
161	890
192	604
199	684
203	280
209	530
213	615
261	308
280	569
281	546
308	357
320	357
357	358
358	546
546	381
